Total Trials,Average Total Shared Posts,Average Total Fake Shared Posts,Average Total ReShared Posts,Average Total Fake ReShared Posts,Average Total Recovered,Average Total Infectious,Average Total Susceptible,Std Dev Total Shared Posts,Std Dev Total Fake Shared Posts,Std Dev Total ReShared Posts,Std Dev Total Fake ReShared Posts,Std Dev Total Recovered,Std Dev Total Infectious,Std Dev Total Susceptible
1000,2998.82,654.621,6994.91,433.347,59.653,22.685,17.662,47.0923,312.934,47.2147,318.718,10.6212,12.0087,9.07126
