Epoch,State,Count
Epoch,State,Count
Epoch,State,Count
395,Susceptible,19
395,Infectious,54
395,Recovered,26
396,Susceptible,18
396,Infectious,56
396,Recovered,24
397,Susceptible,19
397,Infectious,54
397,Recovered,26
398,Susceptible,18
398,Infectious,55
398,Recovered,26
399,Susceptible,18
399,Infectious,55
399,Recovered,26
400,Susceptible,19
400,Infectious,54
400,Recovered,25
401,Susceptible,18
401,Infectious,57
401,Recovered,24
402,Susceptible,16
402,Infectious,57
402,Recovered,25
403,Susceptible,19
403,Infectious,54
403,Recovered,25
404,Susceptible,19
404,Infectious,54
404,Recovered,26
405,Susceptible,20
405,Infectious,53
405,Recovered,26
406,Susceptible,20
406,Infectious,54
406,Recovered,24
407,Susceptible,19
407,Infectious,55
407,Recovered,25
408,Susceptible,19
408,Infectious,55
408,Recovered,24
409,Susceptible,17
409,Infectious,55
409,Recovered,26
410,Susceptible,17
410,Infectious,54
410,Recovered,27
411,Susceptible,19
411,Infectious,54
411,Recovered,25
412,Susceptible,19
412,Infectious,55
412,Recovered,24
413,Susceptible,18
413,Infectious,55
413,Recovered,26
414,Susceptible,19
414,Infectious,55
414,Recovered,25
415,Susceptible,19
415,Infectious,56
415,Recovered,24
416,Susceptible,18
416,Infectious,55
416,Recovered,25
417,Susceptible,18
417,Infectious,58
417,Recovered,23
418,Susceptible,16
418,Infectious,58
418,Recovered,25
419,Susceptible,18
419,Infectious,53
419,Recovered,28
420,Susceptible,19
420,Infectious,54
420,Recovered,25
421,Susceptible,19
421,Infectious,55
421,Recovered,25
422,Susceptible,19
422,Infectious,55
422,Recovered,24
423,Susceptible,19
423,Infectious,55
423,Recovered,25
424,Susceptible,19
424,Infectious,53
424,Recovered,26
425,Susceptible,19
425,Infectious,55
425,Recovered,24
426,Susceptible,18
426,Infectious,57
426,Recovered,24
427,Susceptible,16
427,Infectious,58
427,Recovered,24
428,Susceptible,17
428,Infectious,56
428,Recovered,25
429,Susceptible,17
429,Infectious,55
429,Recovered,26
430,Susceptible,18
430,Infectious,54
430,Recovered,26
431,Susceptible,19
431,Infectious,53
431,Recovered,27
432,Susceptible,19
432,Infectious,55
432,Recovered,25
433,Susceptible,19
433,Infectious,54
433,Recovered,26
434,Susceptible,19
434,Infectious,53
434,Recovered,27
435,Susceptible,20
435,Infectious,53
435,Recovered,26
436,Susceptible,21
436,Infectious,52
436,Recovered,26
437,Susceptible,19
437,Infectious,55
437,Recovered,24
438,Susceptible,17
438,Infectious,57
438,Recovered,24
439,Susceptible,17
439,Infectious,54
439,Recovered,28
440,Susceptible,19
440,Infectious,53
440,Recovered,26
441,Susceptible,21
441,Infectious,52
