Total Trials,Average Total Shared Posts,Average Total Fake Shared Posts,Average Total ReShared Posts,Average Total Fake ReShared Posts,Average Total Recovered,Average Total Infectious,Average Total Susceptible,Std Dev Total Shared Posts,Std Dev Total Fake Shared Posts,Std Dev Total ReShared Posts,Std Dev Total Fake ReShared Posts,Std Dev Total Recovered,Std Dev Total Infectious,Std Dev Total Susceptible
1000,3001.98,201.819,6992.14,20.657,86.79,6.727,6.483,46.1149,91.4398,46.2186,14.2778,3.618,3.7657,3.59273
